count_floors_pre_eq,age,has_superstructure_mud_mortar_stone,has_superstructure_cement_mortar_brick,count_families,geo_level_1_id_17,geo_level_1_id_26,foundation_type_i,foundation_type_r,roof_type_n,roof_type_x,ground_floor_type_f,ground_floor_type_v,other_floor_type_q,other_floor_type_s
2,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,15,0,0,1,0,0,0,1,1,0,1,0,1,0
2,5,1,0,1,0,0,0,1,1,0,1,0,0,0
3,50,1,0,1,0,0,0,1,1,0,1,0,1,0
2,60,1,0,1,0,0,0,1,1,0,1,0,1,0
3,30,0,0,1,0,0,0,1,0,0,1,0,1,0
2,15,0,0,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,100,1,0,1,0,0,0,1,1,0,1,0,1,0
2,50,1,0,1,0,0,0,1,1,0,1,0,1,0
1,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,5,1,0,1,0,0,0,1,1,0,1,0,0,0
3,10,0,0,1,0,0,0,1,1,0,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,10,1,0,1,0,0,0,1,1,0,1,0,0,0
2,30,0,1,1,0,0,0,1,0,1,0,1,0,1
2,5,1,0,1,0,0,0,1,0,0,1,0,1,0
3,35,1,0,0,0,0,0,1,1,0,1,0,1,0
2,50,1,0,1,0,1,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
1,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,10,0,0,1,0,1,0,1,0,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,30,1,0,2,0,0,0,1,1,0,1,0,1,0
2,55,1,0,0,0,0,0,1,0,0,1,0,1,0
4,60,0,0,1,0,0,0,1,1,0,0,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
1,5,0,0,1,0,1,0,0,1,0,1,0,0,0
2,5,1,0,1,0,0,0,1,0,0,1,0,1,0
2,40,1,0,1,0,0,0,1,0,0,1,0,1,0
2,25,0,0,1,0,0,0,0,0,0,1,0,1,0
3,50,0,0,1,0,0,0,1,0,0,1,0,1,0
3,30,1,0,1,0,0,0,1,1,0,1,0,1,0
2,50,1,0,1,0,0,0,1,1,0,1,0,1,0
2,35,1,0,1,0,0,0,1,0,0,1,0,1,0
2,60,1,0,1,0,0,0,1,1,0,1,0,1,0
2,10,1,0,1,0,0,0,1,1,0,1,0,0,0
2,10,1,0,1,0,0,0,1,1,0,1,0,0,0
1,5,1,1,1,0,0,0,1,1,0,0,0,0,0
2,25,1,0,1,0,0,0,1,1,0,0,0,1,0
1,30,0,1,1,0,1,0,0,0,1,0,1,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,0,0,1,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
3,30,1,0,1,0,0,0,1,1,0,1,0,1,0
2,35,1,0,1,0,0,0,1,0,0,1,0,1,0
2,30,1,0,1,0,0,0,1,1,0,0,0,1,0
2,60,1,0,1,0,0,0,1,1,0,1,0,1,0
2,10,1,0,1,0,0,0,1,1,0,1,0,0,0
3,50,1,0,1,0,0,0,1,1,0,1,0,0,0
1,5,1,0,1,0,0,0,1,1,0,1,0,0,0
3,80,0,0,1,0,0,0,1,0,0,1,0,1,0
3,30,1,0,0,0,0,0,1,0,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
1,10,0,0,1,0,0,0,1,1,0,0,1,0,0
2,55,1,0,1,0,1,0,1,0,0,1,0,1,0
3,50,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,0,0,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,25,1,0,1,0,0,0,1,1,0,0,0,1,0
1,10,0,0,1,0,1,0,1,0,0,0,0,0,0
2,15,0,0,1,0,0,0,0,0,0,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,40,1,0,1,0,0,0,1,0,0,1,0,1,0
2,15,1,0,0,0,0,0,0,0,0,1,0,1,0
2,20,0,1,1,0,0,0,0,0,0,0,1,1,0
2,5,1,0,1,0,0,0,1,0,0,1,0,1,0
2,20,1,0,1,0,0,0,0,0,0,1,0,1,0
2,60,1,0,1,0,0,0,1,1,0,1,0,1,0
1,15,0,0,1,0,0,0,1,1,0,1,0,0,0
2,35,1,0,1,0,0,0,1,0,0,1,0,1,0
2,10,1,0,1,0,0,0,1,1,0,1,0,0,0
3,80,1,0,1,0,0,0,1,1,0,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,45,1,0,1,0,0,0,1,0,0,0,0,1,0
2,10,1,0,1,0,1,0,0,0,0,1,0,1,0
2,40,1,0,1,0,0,0,1,0,0,1,0,1,0
2,15,0,0,0,0,0,0,1,0,0,1,0,1,0
2,35,1,0,1,0,0,0,1,0,0,1,0,1,0
3,0,1,0,0,0,0,0,1,0,0,1,0,1,0
2,25,0,0,1,0,0,0,1,0,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,20,1,0,1,0,1,0,1,1,0,1,0,1,0
3,100,0,0,1,0,0,0,1,1,0,1,0,1,0
1,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,5,1,0,1,0,1,0,1,1,0,0,1,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,0,0,1,0,0,0,0,1,0,0,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
1,5,1,0,1,0,1,0,1,1,0,1,0,0,0
1,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,10,1,0,1,0,0,0,1,1,0,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,20,1,0,2,0,0,0,1,1,0,1,0,1,0
2,50,1,0,1,0,0,0,1,1,0,1,0,1,0
1,20,1,0,0,0,0,0,1,1,0,1,0,0,0
5,20,0,1,1,0,0,1,0,0,1,0,1,0,1
2,10,1,0,1,0,0,0,1,1,0,1,0,0,0
1,10,1,0,1,0,0,0,1,0,0,1,0,0,0
4,85,0,1,1,0,0,0,1,1,0,1,0,1,0
2,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,25,0,0,1,0,0,0,1,1,0,0,0,0,0
1,35,0,0,1,0,0,0,1,1,0,0,0,0,0
2,20,1,0,1,0,1,0,1,1,0,1,0,1,0
2,10,0,1,1,0,1,0,1,1,0,1,0,1,0
2,0,1,0,1,0,0,0,0,0,0,1,0,1,0
3,5,1,0,0,0,0,0,1,1,0,1,0,0,0
2,5,1,0,1,0,0,0,1,0,0,0,0,1,0
2,45,1,0,1,0,0,0,1,1,0,1,0,1,0
1,50,1,0,1,0,0,0,1,1,0,1,0,0,0
4,25,1,0,1,0,0,0,1,1,0,0,1,0,0
2,25,0,0,1,0,0,0,1,0,1,0,1,0,1
2,20,0,0,1,0,0,0,1,0,1,0,1,0,1
2,0,1,0,1,0,0,0,1,1,0,0,0,1,0
3,15,1,0,1,0,0,0,0,0,0,1,0,1,0
2,0,0,1,1,1,0,0,0,0,1,0,1,0,0
1,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,5,1,0,1,0,0,0,1,0,0,1,0,1,0
1,5,0,1,1,0,0,0,0,1,0,0,1,0,0
2,40,1,0,1,0,0,0,1,1,0,1,0,0,0
2,35,1,0,1,0,0,0,1,0,0,1,0,1,0
2,15,1,0,1,0,0,0,1,0,0,0,0,1,0
2,35,1,0,1,0,0,0,0,1,0,1,0,1,0
2,20,1,0,1,0,1,0,1,1,0,1,0,0,0
2,50,1,0,1,0,0,0,1,1,0,1,0,1,0
1,25,0,1,1,0,1,0,0,0,1,0,1,0,0
2,45,1,0,1,0,0,0,1,1,0,1,0,1,0
1,20,0,0,1,0,0,0,0,0,0,1,0,0,0
2,60,1,0,1,0,0,0,1,1,0,1,0,1,0
2,60,1,0,1,0,0,0,1,1,0,1,0,1,0
1,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,25,1,0,1,0,0,0,1,1,0,0,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,30,1,0,1,0,1,0,1,0,0,1,0,1,0
1,10,0,1,2,0,0,0,0,1,0,0,1,0,0
1,5,0,0,1,0,0,0,1,1,0,1,0,0,0
2,5,1,0,1,0,0,0,1,1,0,1,0,0,0
3,30,0,0,1,0,0,0,1,0,0,1,0,1,0
1,25,0,0,1,0,0,0,1,1,0,1,0,0,0
3,5,1,0,1,0,0,0,1,1,0,1,0,0,0
1,20,0,1,1,0,1,0,0,0,1,0,1,0,0
2,5,1,0,1,0,0,0,1,0,0,1,0,1,0
2,50,1,0,1,0,0,0,1,1,0,1,0,1,0
1,10,0,0,1,0,0,0,1,1,0,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
4,90,0,0,1,0,0,0,1,1,0,1,0,1,0
3,40,1,0,0,0,1,0,1,1,0,1,0,1,0
3,15,0,0,1,0,0,1,0,1,0,1,0,0,1
2,15,0,0,1,0,0,0,0,0,0,1,0,0,0
2,20,1,0,2,0,0,0,1,1,0,1,0,1,0
2,15,0,0,1,0,0,0,0,1,0,1,0,1,0
2,0,1,0,2,0,0,0,1,0,0,1,0,0,0
2,0,1,0,0,0,0,0,1,0,0,1,0,1,0
2,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,5,0,0,1,0,0,0,0,0,0,1,0,0,0
2,30,1,0,1,0,0,0,1,1,0,0,0,1,0
3,120,0,0,1,0,0,0,1,1,0,1,0,1,0
2,10,0,1,1,0,0,0,0,1,0,0,1,1,0
4,20,0,0,1,0,0,0,1,0,1,1,0,1,0
2,5,0,1,1,0,0,0,0,1,0,1,0,0,0
2,20,1,0,1,0,1,0,1,1,0,1,0,1,0
2,55,1,0,0,0,0,0,1,1,0,1,0,1,0
2,5,1,0,1,0,0,0,1,1,0,1,0,0,0
1,20,0,0,1,0,0,0,0,1,0,1,0,0,0
2,0,1,0,1,0,0,0,0,0,0,1,0,1,0
1,15,0,1,1,0,0,0,0,1,0,0,1,0,0
3,15,1,0,1,0,0,0,1,0,0,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,0,0,1,0,0,0,0,1,0,1,0,1,0
2,60,1,0,0,0,0,0,1,1,0,1,0,1,0
2,30,1,0,1,0,1,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
3,25,0,1,1,0,0,0,1,1,0,1,0,1,0
2,0,0,1,1,0,0,0,0,0,0,1,0,1,0
1,15,1,0,1,0,0,0,1,1,0,0,1,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,20,1,0,1,0,1,0,1,1,0,1,0,1,0
3,25,0,0,1,0,0,0,1,0,1,1,0,1,0
1,85,1,0,1,0,0,0,1,1,0,0,0,0,0
1,20,1,0,1,0,0,0,1,1,0,1,0,1,0
5,55,0,0,1,0,0,0,1,0,1,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
3,20,1,0,1,0,0,0,0,1,0,1,0,1,0
2,25,0,0,1,0,0,0,0,0,0,1,0,1,0
2,40,1,0,1,0,0,0,1,0,0,1,0,1,0
2,10,1,0,2,0,0,0,1,1,0,1,0,1,0
3,30,1,0,1,0,0,0,1,1,0,1,0,1,0
3,15,1,0,1,0,0,0,1,1,0,0,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,0,1,0,1,0,0,0,0,0,0,1,0,1,0
1,40,1,0,1,0,0,0,1,0,0,1,0,0,0
3,100,0,0,1,0,0,0,1,1,0,1,0,1,0
2,20,1,0,1,0,1,0,0,0,0,1,0,1,0
2,40,1,0,0,0,0,0,1,1,0,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
1,25,0,0,1,0,0,0,1,1,0,1,0,0,0
2,40,1,0,1,0,0,0,1,0,0,1,0,1,0
2,50,1,0,0,0,1,0,1,1,0,1,0,1,0
2,75,1,0,1,0,0,0,1,0,0,1,0,0,0
2,40,1,0,1,0,0,0,1,0,0,1,0,1,0
2,10,1,0,1,0,0,0,1,1,0,1,0,0,0
1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2,25,1,0,1,0,0,0,1,1,0,0,0,1,0
3,10,1,0,2,0,1,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,50,1,0,1,0,0,0,1,1,0,1,0,1,0
2,20,0,1,1,0,0,0,0,0,1,0,0,0,1
1,5,0,1,1,0,0,1,0,1,0,0,0,0,0
2,25,1,0,1,0,0,0,1,1,0,0,1,0,0
1,10,0,0,1,0,0,0,1,1,0,1,0,0,0
2,25,1,0,1,0,0,0,1,1,0,0,0,1,0
2,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1,5,1,0,1,0,0,0,1,1,0,1,0,0,0
3,20,1,0,1,0,1,0,1,1,0,1,0,1,0
2,45,1,0,1,0,0,0,1,1,0,1,0,1,0
2,50,1,0,1,0,1,0,1,1,0,1,0,1,0
5,40,0,0,1,0,0,0,1,0,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
3,40,0,0,1,0,0,0,1,1,0,1,0,1,0
1,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,35,1,0,1,0,0,0,1,0,0,1,0,1,0
2,25,1,0,1,0,1,0,0,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
3,20,1,0,1,0,0,0,1,0,0,1,0,0,0
3,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,0,0,1,0,0,0,1,1,0,1,0,1,0
1,25,0,0,1,0,0,0,1,1,0,1,0,0,0
2,15,1,0,2,0,0,0,1,1,0,1,0,1,0
2,10,1,0,1,0,0,0,1,1,0,1,0,0,0
2,5,0,0,0,0,0,0,0,0,0,1,0,0,0
3,20,1,0,1,0,0,0,1,0,0,1,0,0,0
3,60,1,0,1,0,0,0,1,0,0,1,0,1,0
2,45,1,0,1,0,0,0,1,1,0,1,0,1,0
2,25,0,0,1,0,0,0,1,0,0,1,0,1,0
2,25,0,0,1,0,0,0,1,1,0,1,0,0,0
2,15,0,1,1,0,0,1,0,1,0,0,1,0,1
2,20,1,0,2,0,0,0,1,0,0,1,0,1,0
2,0,0,1,1,0,0,0,0,0,0,1,0,1,0
1,20,0,1,1,0,0,0,1,1,0,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,50,1,0,1,0,0,0,1,1,0,1,0,1,0
2,5,0,0,1,0,0,0,0,0,0,0,1,1,0
2,25,1,0,1,0,0,0,1,1,0,0,0,1,0
3,40,1,0,1,0,0,0,0,0,0,0,0,1,0
2,50,1,0,1,0,0,0,1,1,0,1,0,1,0
5,100,1,0,1,0,0,0,1,1,0,0,0,1,0
2,10,1,0,1,0,0,0,1,1,0,1,0,0,0
2,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2,5,1,0,1,0,0,0,1,0,0,1,0,1,0
3,15,1,0,1,0,0,0,1,0,0,1,0,0,0
2,40,1,0,1,0,0,0,1,0,0,1,0,1,0
2,50,1,0,1,0,0,0,1,1,0,1,0,1,0
2,60,1,0,1,0,0,0,1,1,0,1,0,1,0
1,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,5,1,0,0,0,0,0,1,1,0,1,0,0,0
2,15,0,0,1,0,0,0,1,1,0,1,0,1,0
2,45,1,0,1,0,0,0,1,1,0,1,0,1,0
2,30,0,0,1,0,0,1,0,0,1,0,1,0,1
2,15,0,0,1,0,0,0,0,0,1,0,1,1,0
2,40,1,0,0,0,0,0,1,1,0,1,0,1,0
3,65,1,0,1,0,0,0,1,0,0,1,0,1,0
2,20,1,0,1,0,1,0,1,1,0,1,0,0,0
3,30,1,0,1,0,0,0,1,1,0,1,0,1,0
3,30,1,0,1,0,0,0,1,1,0,1,0,1,0
2,10,1,0,1,0,0,0,1,1,0,1,0,0,0
2,0,1,0,2,0,0,0,1,0,0,1,0,1,0
5,80,0,1,1,0,0,0,1,1,0,0,0,1,0
2,10,1,0,2,0,0,0,1,1,0,1,0,1,0
3,30,0,0,0,0,0,0,1,1,0,1,0,1,0
3,50,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
5,25,0,1,1,0,0,0,1,1,0,0,1,0,0
2,60,1,0,1,0,0,0,1,1,0,1,0,1,0
2,5,1,0,1,0,0,0,1,0,0,0,0,1,0
2,5,0,1,2,0,1,0,0,1,0,0,1,0,1
2,10,1,0,1,0,0,0,1,1,0,1,0,0,0
2,25,0,0,1,0,0,0,1,0,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,65,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,0,0,1,0,0,0,0,1,0,1,0,1,0
1,10,0,0,1,0,0,0,1,1,0,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
1,5,1,0,1,0,0,0,1,0,0,1,0,0,0
2,10,1,0,1,0,0,0,1,1,0,1,0,0,0
2,25,1,0,1,0,0,0,0,1,0,1,0,1,0
3,90,0,0,1,0,0,0,1,1,0,1,0,0,0
4,60,0,1,1,0,0,0,1,1,0,1,0,1,0
3,995,1,0,1,0,0,0,1,0,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
3,30,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,1,0,0,1,0,1,0,0,0
2,15,0,0,1,0,0,0,1,1,0,1,0,0,0
3,50,0,0,1,0,0,0,1,1,0,1,0,1,0
2,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,25,1,0,1,0,1,0,1,1,0,1,0,1,0
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3,50,1,0,1,0,0,0,1,1,0,1,0,1,0
2,30,1,0,1,0,1,0,1,1,0,1,0,0,0
2,10,1,0,1,0,0,0,1,1,0,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,0,0,2,0,1,0,1,1,0,1,0,1,0
2,15,0,0,1,0,0,0,1,1,0,1,0,1,0
2,5,1,0,1,0,0,0,1,0,0,1,0,1,0
1,20,1,0,1,0,0,0,0,1,0,1,0,0,0
3,5,1,0,1,0,0,0,1,0,0,0,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
1,15,0,0,1,0,0,0,1,1,0,1,0,0,0
2,25,1,0,1,0,0,0,1,1,0,0,0,1,0
2,10,0,0,2,0,0,0,0,0,0,0,1,0,0
2,30,1,0,1,0,0,0,1,1,0,0,0,1,0
3,60,1,0,0,0,0,0,1,1,0,1,0,0,0
2,10,0,0,1,0,0,1,0,0,1,0,0,1,0
1,20,0,1,1,0,0,0,0,1,0,0,1,0,0
2,10,0,1,0,0,0,0,0,1,0,0,1,1,0
2,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,60,1,0,3,0,1,0,1,1,0,1,0,1,0
2,45,1,0,1,0,0,0,1,1,0,1,0,1,0
1,5,1,0,1,0,1,0,1,1,0,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,25,1,0,1,0,0,0,0,1,0,0,1,1,0
2,20,1,0,1,0,0,0,0,0,0,1,0,1,0
2,5,1,0,1,0,0,0,1,0,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
1,25,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,0,0,1,0,0,0,1,1,0,1,0,0,0
1,30,1,0,1,0,0,0,1,1,0,1,0,1,0
1,20,1,0,1,0,0,0,1,1,0,1,0,1,0
2,10,1,0,1,0,0,0,1,1,0,1,0,0,0
2,50,1,0,1,0,0,0,1,1,0,1,0,1,0
1,5,1,0,1,0,1,0,1,1,0,1,0,0,0
2,30,1,0,2,0,0,0,1,1,0,1,0,1,0
2,30,1,0,1,0,0,0,1,1,0,0,0,1,0
1,5,1,0,1,0,1,0,1,1,0,1,0,0,0
1,5,0,0,1,1,0,1,0,0,1,0,1,0,0
2,25,1,0,1,0,1,0,1,1,0,1,0,1,0
2,65,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,25,0,0,1,0,0,0,0,0,0,1,0,1,0
1,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,5,1,0,1,0,0,0,1,0,0,1,0,1,0
2,10,0,1,1,0,0,1,0,1,0,0,1,1,0
2,25,1,0,1,0,0,0,0,1,0,0,0,1,0
3,10,1,0,1,0,0,0,1,1,0,0,0,1,0
2,35,1,0,1,0,0,0,1,0,0,1,0,1,0
2,40,0,1,3,0,1,0,0,1,0,0,1,1,0
3,10,1,0,1,0,0,0,1,1,0,0,0,1,0
2,25,1,0,1,0,0,0,1,1,0,0,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
3,45,1,1,1,0,0,0,1,0,1,0,1,0,1
2,30,1,0,2,0,0,0,1,1,0,1,0,1,0
2,5,1,0,1,0,0,0,1,1,0,1,0,0,0
1,5,0,1,1,0,0,0,0,1,0,0,1,0,0
2,50,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,10,1,0,1,0,0,0,1,1,0,1,0,0,0
1,5,0,1,1,0,0,0,1,1,0,0,0,0,0
2,50,1,0,1,0,1,0,1,0,0,0,0,1,0
2,0,0,1,2,0,1,0,1,1,0,0,1,0,1
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,5,1,0,1,0,0,0,1,0,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,40,1,0,1,0,0,0,1,0,0,0,0,1,0
4,100,1,0,1,0,0,0,1,1,0,1,0,0,0
2,25,1,0,1,0,0,0,1,1,0,0,0,1,0
2,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,10,1,0,1,0,0,0,0,0,0,1,0,0,0
3,5,0,1,1,0,0,0,0,0,1,0,1,0,1
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,50,1,0,1,0,0,0,1,1,0,1,0,1,0
1,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,60,1,0,1,0,0,0,1,1,0,1,0,1,0
2,25,1,0,1,0,1,0,1,1,0,1,0,1,0
2,10,1,0,1,0,0,0,1,1,0,1,0,0,0
3,35,0,0,1,0,0,0,1,0,1,0,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
1,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,40,1,0,1,0,1,0,1,1,0,1,0,1,0
2,35,1,0,1,0,0,0,1,0,0,1,0,1,0
1,20,0,1,1,0,0,0,0,1,0,0,1,0,0
1,5,0,1,1,0,0,0,0,1,0,0,1,0,0
2,50,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,0,0,3,0,0,0,0,1,0,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
3,65,1,0,0,0,0,0,1,0,0,0,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,20,1,0,1,0,1,0,1,1,0,1,0,1,0
1,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,100,0,0,1,0,0,0,1,1,0,0,0,1,0
2,30,1,0,0,0,0,0,1,1,0,1,0,1,0
3,20,1,0,1,0,0,0,1,1,0,0,0,0,0
2,45,1,0,1,0,0,0,1,1,0,1,0,1,0
2,95,1,0,1,0,0,0,1,1,0,1,0,1,0
1,20,1,0,1,0,0,0,0,1,0,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,25,1,0,1,0,0,0,1,1,0,0,0,1,0
2,50,1,0,1,0,0,0,1,1,0,1,0,1,0
3,60,1,0,1,0,1,0,1,0,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,5,1,0,1,0,0,0,1,0,0,1,0,1,0
2,25,0,0,1,0,0,0,1,1,0,0,0,0,0
3,50,1,0,1,0,0,0,1,1,0,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,40,1,0,1,0,0,0,1,1,0,1,0,0,0
1,5,0,1,1,0,0,0,0,1,0,0,1,0,0
1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
2,50,1,0,1,0,0,0,1,1,0,1,0,1,0
2,50,1,0,1,0,0,0,1,1,0,1,0,1,0
3,50,0,0,1,0,0,0,1,1,0,1,0,1,0
3,35,0,0,1,0,0,0,1,1,0,1,0,1,0
2,60,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,45,1,0,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
4,60,0,0,1,0,0,0,1,1,0,0,0,1,0
2,25,0,0,0,0,0,0,1,0,0,1,0,1,0
2,15,0,0,2,0,1,0,0,0,0,1,0,1,0
2,5,0,0,1,0,0,0,1,1,0,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
1,15,0,1,1,0,1,0,1,0,1,0,1,0,0
2,50,0,0,2,0,1,0,0,0,0,1,0,1,0
2,25,1,0,1,0,1,0,1,1,0,1,0,1,0
2,20,1,0,1,0,0,0,0,0,0,1,0,1,0
2,25,1,0,1,0,0,0,1,1,0,0,0,1,0
3,20,0,0,0,0,0,0,1,0,0,1,0,1,0
2,15,0,0,1,0,0,0,0,0,0,1,0,0,0
2,25,1,0,1,0,0,0,0,1,0,1,0,1,0
2,40,1,0,1,0,0,0,1,0,0,1,0,1,0
2,20,0,1,1,0,0,0,1,0,1,0,1,0,1
4,45,0,0,1,0,0,0,1,1,0,1,0,1,0
3,10,1,0,1,0,0,0,1,1,0,0,0,1,0
2,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,15,1,0,2,0,0,0,1,1,0,1,0,1,0
2,15,0,0,1,0,0,0,1,1,0,1,0,1,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
1,5,1,0,1,0,0,0,1,0,0,1,0,0,0
5,90,0,0,1,0,0,0,1,1,0,1,0,1,0
2,5,1,0,1,0,0,1,0,1,0,0,1,0,0
2,40,1,0,1,0,0,0,1,0,0,1,0,1,0
2,10,1,0,1,0,0,0,1,1,0,1,0,0,0
2,15,1,0,1,0,0,0,1,1,0,1,0,1,0
2,20,1,0,1,0,1,0,1,1,0,1,0,0,0
2,40,1,0,1,0,0,0,1,0,0,1,0,1,0
2,50,1,0,1,0,0,0,1,1,0,1,0,1,0
2,5,1,0,1,0,0,0,1,0,0,1,0,1,0
2,5,1,0,1,0,0,0,1,1,0,1,0,0,0
2,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1,20,1,0,1,0,0,0,1,1,0,1,0,1,0
2,50,1,0,1,0,0,0,1,1,0,1,0,1,0
